	GeneID	Symbol	Aliases	description	other_designations	Pathway	OMIM	swissprot_id	protein_length
1485	84059	ADGRV1	FEB4, GPR98, MASS1, USH2B, USH2C, VLGR1, VLGR1b	adhesion G protein-coupled receptor V1	adhesion G-protein coupled receptor V1|G-protein coupled receptor 98|monogenic audiogenic seizure susceptibility protein 1 homolog|usher syndrome type-2C protein|very large G-protein coupled receptor 1	RNAP	602851	Q8WXG9	6306.0
1486	84079	ANKRD27	PP12899, VARP	ankyrin repeat domain 27	ankyrin repeat domain-containing protein 27|VPS9 domain-containing protein|VPS9-ankyrin-repeat protein|Vps9 domain and ankyrin-repeat-containing protein|ankyrin repeat domain 27 (VPS9 domain)	RNAP	618957	Q96NW4	1050.0
1487	84189	SLITRK6	DFNMYP	SLIT and NTRK like family member 6	SLIT and NTRK-like protein 6|4832410J21Rik|slit and trk like gene 6	RNAP	609681	Q9H5Y7	841.0
1488	84251	SGIP1		SH3GL interacting endocytic adaptor 1	SH3-containing GRB2-like protein 3-interacting protein 1|SH3 domain GRB2 like endophilin interacting protein 1|endophilin-3-interacting protein	RNAP	611540	Q9BQI5	828.0
1489	84282	RNF135	L13, MMFD, REUL, Riplet	ring finger protein 135	E3 ubiquitin-protein ligase RNF135|RIG-I E3 ubiquitin ligase|RING finger protein leading to RIG-I activation|RING-type E3 ubiquitin transferase RNF135	RNAP	611358	Q8IUD6	432.0
1490	84312	BRMS1L	BRMS1	BRMS1 like transcriptional repressor	breast cancer metastasis-suppressor 1-like protein|BRMS1-homolog protein p40|BRMS1-like protein p40|breast cancer metastasis-suppressor 1 like	RNAP	618514	Q5PSV4	323.0
1491	84327	ZBED3		zinc finger BED-type containing 3	zinc finger BED domain-containing protein 3|2610005H11Rik|axin-interacting protein|zinc finger, BED domain containing 3	RNAP	615250	Q96IU2	234.0
1492	84433	CARD11	BENTA, BIMP3, CARMA1, IMD11, IMD11A, PPBL	caspase recruitment domain family member 11	caspase recruitment domain-containing protein 11|CARD-containing MAGUK protein 1|bcl10-interacting maguk protein 3|carma 1	RNAP	607210	Q9BXL7	1154.0
1493	84504	NKX6-2	GTX, NKX6.2, NKX6B, SPAX8	NK6 homeobox 2	homeobox protein Nkx-6.2|NK homeobox family 6, B|NK6 transcription factor related, locus 2|glial and testis-specific homeobox protein|homeobox 6B|homeobox protein NK-6 homolog B	RNAP	605955	Q9C056	277.0
1494	84630	TTBK1	BDTK	tau tubulin kinase 1	tau-tubulin kinase 1|brain-derived tau kinase	RNAP	619415	Q5TCY1	1321.0
1495	84631	SLITRK2	CXorf1, CXorf2, SLITL1, TMEM257, XLID111	SLIT and NTRK like family member 2	SLIT and NTRK-like protein 2|slit and trk like gene 2|slit-like 1|transmembrane protein 257	RNAP	300561	Q9H156	845.0
1496	84632	AFAP1L2	CTB-1144G6.4, KIAA1914, XB130	actin filament associated protein 1 like 2	actin filament-associated protein 1-like 2|AFAP1-like protein 2|CTB-1144G6.6	RNAP	612420	Q8N4X5	818.0
1497	84678	KDM2B	CXXC2, FBXL10, Fbl10, JHDM1B, PCCX2	lysine demethylase 2B	lysine-specific demethylase 2B|CXXC-type zinc finger protein 2|F-box and leucine-rich repeat protein 10|F-box protein FBL10|F-box/LRR-repeat protein 10|JEMMA (Jumonji domain, EMSY-interactor, methyltransferase motif) protein|[Histone-H3]-lysine-36 demethylase 1B|jmjC domain-containing histone demethylation protein 1B|jumonji C domain-containing histone demethylase 1B|lysine (K)-specific demethylase 2B|protein-containing CXXC domain 2	RNAP	609078	Q8NHM5	1336.0
1498	84787	KMT5C	SUV420H2, Suv4-20h2	lysine methyltransferase 5C	histone-lysine N-methyltransferase KMT5C|[histone H4]-N-methyl-L-lysine20 N-methyltransferase KMT5B|[histone H4]-lysine20 N-methyltransferase KMT5B|histone-lysine N-methyltransferase SUV420H2|lysine (K)-specific methyltransferase 5C|lysine N-methyltransferase 5C|lysine-specific methyltransferase 5C|su(var)4-20 homolog 2|suppressor of variegation 4-20 homolog 2	RNAP	613198	Q86Y97	462.0
1499	84807	NFKBID	IkBNS, IkappaBNS, TA-NFKBH	NFKB inhibitor delta	NF-kappa-B inhibitor delta|I-kappa-B-delta|T-cell activation NFKB-like protein|ikB-delta|ikappaBdelta|nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, delta	RNAP	618887	Q8NI38	313.0
1500	84818	IL17RC	CANDF9, IL17-RL, IL17RL	interleukin 17 receptor C	interleukin-17 receptor C|IL-17 receptor C|IL-17RL|IL17F receptor|IL17Rhom|interleukin-17 receptor homolog|interleukin-17 receptor-like protein|zcytoR14	RNAP	610925	Q8NAC3	791.0
1501	84868	HAVCR2	CD366, HAVcr-2, KIM-3, SPTCL, TIM3, TIMD-3, TIMD3, Tim-3	hepatitis A virus cellular receptor 2	hepatitis A virus cellular receptor 2|T cell immunoglobulin mucin 3|T-cell immunoglobulin and mucin domain 3|T-cell immunoglobulin and mucin domain-containing protein 3|T-cell immunoglobulin mucin family member 3|T-cell immunoglobulin mucin receptor 3|T-cell membrane protein 3|kidney injury molecule-3	RNAP	606652	Q8TDQ0	301.0
1502	84932	RAB2B		RAB2B, member RAS oncogene family	ras-related protein Rab-2B|GTP-binding protein RAB2B|RAS family, member RAB2B	RNAP	607466	Q8WUD1	216.0
1503	85358	SHANK3	DEL22q13.3, PROSAP2, PSAP2, SCZD15, SPANK-2	SH3 and multiple ankyrin repeat domains 3	SH3 and multiple ankyrin repeat domains protein 3|proline rich synapse associated protein 2|shank postsynaptic density protein|shank3 postsynaptic density protein	RNAP	606230	Q9BYB0	1731.0
1504	85360	SYDE1	7h3, SYD1	synapse defective Rho GTPase homolog 1	rho GTPase-activating protein SYDE1|protein syd-1 homolog 1|synapse defective 1, Rho GTPase, homolog 1|synapse defective protein 1 homolog 1	RNAP	617377	Q6ZW31	735.0
1505	85364	ZCCHC3	C20orf99	zinc finger CCHC-type containing 3	zinc finger CCHC domain-containing protein 3|zinc finger, CCHC domain containing 3	RNAP	618326	Q9NUD5	403.0
1506	85480	TSLP		thymic stromal lymphopoietin	thymic stromal lymphopoietin	RNAP	607003	Q969D9	159.0
1507	89780	WNT3A		Wnt family member 3A	protein Wnt-3a|wingless-type MMTV integration site family, member 3A	RNAP	606359	P56704	352.0
1508	89870	TRIM15	RNF93, ZNF178, ZNFB7	tripartite motif containing 15	E3 ubiquitin-protein ligase TRIM15|tripartite motif-containing protein 15|RING finger protein 93|zinc finger protein 178|zinc finger protein B7	RNAP		Q9C019	465.0
1509	90865	IL33	C9orf26, DVS27, IL1F11, NF-HEV, NFEHEV	interleukin 33	interleukin-33|DVS27-related protein|interleukin-1 family member 11|nuclear factor for high endothelial venules|nuclear factor from high endothelial venules	RNAP	608678	O95760	270.0
1510	91461	PKDCC	RLSDF, SGK493, Vlk	protein kinase domain containing, cytoplasmic	extracellular tyrosine-protein kinase PKDCC|protein kinase domain containing, cytoplasmic homolog|protein kinase domain-containing protein, cytoplasmic|protein kinase-like protein SgK493|sugen kinase 493|vertebrate lonesome kinase	RNAP	614150	Q504Y2	493.0
1511	91543	RSAD2	SAND, cig33, cig5, vig1	radical S-adenosyl methionine domain containing 2	S-adenosylmethionine-dependent nucleotide dehydratase RSAD2|cytomegalovirus-induced gene 5 protein|radical S-adenosyl methionine domain-containing protein 2|viperin|virus inhibitory protein, endoplasmic reticulum-associated, interferon-inducible	RNAP	607810	Q8WXG1	361.0
1512	91584	PLXNA4	FAYV2820, PLEXA4A, PLXNA4B, PRO34003, PLXNA4	plexin A4	plexin-A4|epididymis secretory sperm binding protein	RNAP	604280	Q9HCM2	1894.0
1513	91662	NLRP12	CLR19.3, FCAS2, NALP12, PAN6, PYPAF7, RNO, RNO2	NLR family pyrin domain containing 12	NACHT, LRR and PYD domains-containing protein 12|PYRIN-containing APAF1-like protein 7|monarch 1|nucleotide-binding oligomerization domain, leucine rich repeat and pyrin domain containing 12|regulated by nitric oxide	RNAP	609648	P59046	1061.0
1514	91947	ARRDC4		arrestin domain containing 4	arrestin domain-containing protein 4	RNAP	619788	Q8NCT1	418.0
1515	92140	MTDH	3D3, AEG-1, AEG1, LYRIC, LYRIC/3D3	metadherin	protein LYRIC|3D3/LYRIC|astrocyte elevated gene 1|astrocyte elevated gene-1 protein|lysine-rich CEACAM1 co-isolated protein|metastasis adhesion protein	RNAP	610323	Q86UE4	582.0
1516	93649	MYOCD	MGBL, MYCD	myocardin	myocardin	RNAP	606127	Q8IZQ8	938.0
1517	93978	CLEC6A	CLEC4N, CLECSF10, dectin-2, hDECTIN-2	C-type lectin domain containing 6A	C-type lectin domain family 6 member A|C-type (calcium dependent, carbohydrate-recognition domain) lectin, superfamily member 10|C-type lectin superfamily member 10|DC-associated C-type lectin 2|dectin 2|dendritic cell-associated C-type lectin 2	RNAP	613579	Q6EIG7	209.0
1518	94030	LRRC4B	HSM, LRIG4, NGL-3	leucine rich repeat containing 4B	leucine-rich repeat-containing protein 4B|leucine-rich repeats and immunoglobulin-like domains 4|netrin-G ligand-3|netrin-G3 ligand	RNAP		Q9NT99	713.0
1519	94097	SFXN5	BBG-TCC, SLC56A5	sideroflexin 5	sideroflexin-5	RNAP	615572	Q8TD22	340.0
1520	112703	GARIN5A	FAM71E1, GARIL5	golgi associated RAB2 interactor 5A	Golgi-associated RAB2 interactor protein 5A|GARI like 5|Golgi associated RAB2 interactor protein 5A|family with sequence similarity 71 member E1|protein FAM71E1	RNAP	619890	Q6IPT2	247.0
1521	112744	IL17F	CANDF6, IL-17F, IL17A, ML-1, ML1	interleukin 17F	interleukin-17F|cytokine ML-1	RNAP	606496	Q96PD4	163.0
1522	113277	TMEM106A		transmembrane protein 106A	transmembrane protein 106A	RNAP		Q96A25	262.0
1523	114548	NLRP3	AGTAVPRL, AII, AVP, C1orf7, CIAS1, CLR1.1, DFNA34, FCAS, FCAS1, FCU, KEFH, MWS, NALP3, PYPAF1	NLR family pyrin domain containing 3	NACHT, LRR and PYD domains-containing protein 3|NACHT domain-, leucine-rich repeat-, and PYD-containing protein 3|NACHT, LRR and PYD containing protein 3|PYRIN-containing APAF1-like protein 1|caterpiller protein 1.1|cold autoinflammatory syndrome 1 protein|cold-induced autoinflammatory syndrome 1 protein|cryopyrin|cryopyrin, NACHT, LRR and PYD domains - containing protein 3|deafness, autosomal dominant 34|nucleotide-binding oligomerization domain, leucine rich repeat and pyrin domain containing 3	RNAP	606416	Q96P20	1036.0
1524	114609	TIRAP	BACTS1, Mal, MyD88-2, wyatt	TIR domain containing adaptor protein	toll/interleukin-1 receptor domain-containing adapter protein|MyD88 adapter-like protein|Toll-like receptor adaptor protein|adapter protein wyatt|adaptor protein Wyatt|toll-interleukin 1 receptor (TIR) domain containing adaptor protein	RNAP	606252	P58753	221.0
1525	114798	SLITRK1	LRRC12, TTM	SLIT and NTRK like family member 1	SLIT and NTRK-like protein 1|leucine-rich repeat-containing protein 12|slit and trk like gene 1	RNAP	609678	Q96PX8	696.0
1526	114836	SLAMF6	CD352, KALI, KALIb, Ly108, NTB-A, NTBA, SF2000	SLAM family member 6	SLAM family member 6|NK-T-B-antigen|NTBA receptor|activating NK receptor|natural killer-, T- and B-cell antigen	RNAP	606446	Q96DU3	332.0
1527	114897	C1QTNF1	CTRP1, GIP, ZSIG37	C1q and TNF related 1	complement C1q tumor necrosis factor-related protein 1|C1q and tumor necrosis factor related protein 1|G protein coupled receptor interacting protein|g protein-coupled receptor-interacting protein	RNAP	610365	Q9BXJ1	281.0
1528	114899	C1QTNF3	C1ATNF3, CORCS, CORS, CORS-26, CORS26, CTRP3	C1q and TNF related 3	complement C1q tumor necrosis factor-related protein 3|C1q and tumor necrosis factor related protein 3|cartonectin|collagenous repeat-containing sequence 26 kDa protein|collagenous repeat-containing sequence of 26-kDa|secretory protein CORS26	RNAP	612045	Q9BXJ4	246.0
1529	114900	C1QTNF4	CTRP4, ZACRP4	C1q and TNF related 4	complement C1q tumor necrosis factor-related protein 4|C1q and tumor necrosis factor related protein 4|C1q/TNF-related protein 4|complement-c1q tumor necrosis factor-related protein 4	RNAP	614911	Q9BXJ3	329.0
1530	115004	CGAS	C6orf150, D4, MB21D1, h-cGAS	cyclic GMP-AMP synthase	cyclic GMP-AMP synthase|2'3'-cGAMP synthase|DANGER family member 4|Mab-21 domain containing 1|cGAMP synthase|mab-21 domain-containing protein 1|protein MB21D1	RNAP	613973	Q8N884	522.0
1531	115209	OMA1	2010001O09Rik, DAB1, MPRP-1, MPRP1, YKR087C, ZMPOMA1, peptidase	OMA1 zinc metallopeptidase	metalloendopeptidase OMA1, mitochondrial|OMA1 homolog, zinc metallopeptidase|OMA1 zinc metallopeptidase homolog|metalloprotease-related protein 1|overlapping activity with M-AAA protease|overlapping with the m-AAA protease 1 homolog|zinc metallopeptidase OMA1	RNAP	617081	Q96E52	524.0
1532	115352	FCRL3	CD307c, FCRH3, IFGP3, IRTA3, MAIA, SPAP2	Fc receptor like 3	Fc receptor-like protein 3|Fc receptor homolog 3|IFGP family protein 3|SH2 domain-containing phosphatase anchor protein 2|fcR-like protein 3|hIFGP3|immune receptor translocation-associated protein 3|immunoglobulin superfamily receptor translocation associated protein 3	RNAP	606510	Q96P31	734.0
1533	115362	GBP5	GBP-5	guanylate binding protein 5	guanylate-binding protein 5|GBP-TA antigen|GTP-binding protein 5|guanine nucleotide-binding protein 5	RNAP	611467	Q96PP8	586.0
1534	115650	TNFRSF13C	BAFF-R, BAFFR, BROMIX, CD268, CVID4, prolixin	TNF receptor superfamily member 13C	tumor necrosis factor receptor superfamily member 13C|B cell-activating factor receptor|BAFF receptor|BLyS receptor 3	RNAP	606269	Q96RJ3	184.0
1535	116039	OSR2		odd-skipped related transciption factor 2	protein odd-skipped-related 2|odd-skipped related 2	RNAP	611297	Q8N2R0	312.0
1536	116337	PANX3	PX3	pannexin 3	pannexin-3|gap junction protein pannexin 3	RNAP	608422	Q96QZ0	392.0
1537	116449	CLNK	MIST	cytokine dependent hematopoietic cell linker	cytokine-dependent hematopoietic cell linker|mast cell immunoreceptor signal transducer	RNAP	611434	Q7Z7G1	428.0
1538	116519	APOA5	APOAV, RAP3	apolipoprotein A5	apolipoprotein A-V|apo-AV|regeneration-associated protein 3	RNAP	606368	Q6Q788	366.0
1539	116844	LRG1	HMFT1766, LRG	leucine rich alpha-2-glycoprotein 1	leucine-rich alpha-2-glycoprotein|1300008B03Rik|2310031E04Rik|leucine rich alpha 2 glycoprotein	RNAP	611289	P02750	347.0
1540	117854	TRIM6	RNF89	tripartite motif containing 6	tripartite motif-containing protein 6|RING finger protein 89|RING-type E3 ubiquitin transferase TRIM6	RNAP	607564	Q9C030	488.0
1541	118460	EXOSC6	EAP4, MTR3, Mtr3p, hMtr3p, p11	exosome component 6	exosome complex component MTR3|Mtr3 (mRNA transport regulator 3)-homolog|exosome complex exonuclease MTR3|hMtr3|homolog of yeast mRNA transport regulator 3|mRNA transport regulator 3 homolog	RNAP	606490	Q5RKV6	272.0
1542	118471	PRAP1	PRO1195, UPA	proline rich acidic protein 1	proline-rich acidic protein 1|epididymis secretory sperm binding protein|epididymis tissue protein Li 178	RNAP	609776	Q96NZ9	151.0
1543	118738	ZNF488		zinc finger protein 488	zinc finger protein 488	RNAP		Q96MN9	340.0
1544	118813	ZFYVE27	PROTRUDIN, SPG33	zinc finger FYVE-type containing 27	protrudin|spastic paraplegia 33 protein|zinc finger FYVE domain containing 27	RNAP	610243	Q5T4F4	411.0
1545	120892	LRRK2	AURA17, DARDARIN, PARK8, RIPK7, ROCO2	leucine rich repeat kinase 2	leucine-rich repeat serine/threonine-protein kinase 2|augmented in rheumatoid arthritis 17	RNAP	609007	Q5S007	2527.0
1546	124912	SPACA3	ALLP17, CT54, LYC3, LYZC, LYZL3, SLLP1	sperm acrosome associated 3	sperm acrosome membrane-associated protein 3|cancer/testis antigen 54|lysozyme C|lysozyme-like acrosomal sperm-specific secretory protein ALLP-17|lysozyme-like protein 3|lysozyme-like sperm-specific secretory protein ALLP17|sperm lysozyme-like protein 1|sperm lyzozyme-like acrosomal protein 1|sperm protein reactive with ASA|sperm protein reactive with antisperm antibodies	RNAP	612749	Q8IXA5	215.0
1547	125931	CEACAM20	UNQ9366	CEA cell adhesion molecule 20	carcinoembryonic antigen-related cell adhesion molecule 20|GPAD9366|carcinoembryonic antigen related cell adhesion molecule 20	RNAP		Q6UY09	596.0
1548	126206	NLRP5	CLR19.8, MATER, NALP5, OZEMA19, PAN11, PYPAF8	NLR family pyrin domain containing 5	NACHT, LRR and PYD domains-containing protein 5|NACHT, leucine rich repeat and PYD containing 5|mater protein homolog|maternal antigen that embryos require|nucleotide-binding oligomerization domain, leucine rich repeat and pyrin domain containing 5	RNAP	609658	P59047	1200.0
1549	126259	TMIGD2	CD28H, IGPR-1, IGPR1	transmembrane and immunoglobulin domain containing 2	transmembrane and immunoglobulin domain-containing protein 2|CD28 homolog|CD28 homologue|immunoglobulin and proline-rich receptor 1|immunoglobulin-containing and proline-rich receptor 1	RNAP	614715	Q96BF3	282.0
1550	126393	HSPB6	HEL55, Hsp20, PPP1R91	heat shock protein family B (small) member 6	heat shock protein beta-6|epididymis luminal protein 55|epididymis secretory sperm binding protein|heat shock 20 kDa-like protein p20|heat shock protein family B (small) member B6|heat shock protein, alpha-crystallin-related, B6|protein phosphatase 1, regulatory subunit 91	RNAP	610695	O14558	160.0
1551	128239	IQGAP3		IQ motif containing GTPase activating protein 3	ras GTPase-activating-like protein IQGAP3	RNAP		Q86VI3	1631.0
1552	128506	OCSTAMP	C20orf123, OC-STAMP, dJ257E24.3	osteoclast stimulatory transmembrane protein	osteoclast stimulatory transmembrane protein|transmembrane protein C20orf123	RNAP	620432	Q9BR26	566.0
1553	130497	OSR1	ODD	odd-skipped related transcription factor 1	protein odd-skipped-related 1|odd-skipped homolog|odd-skipped related 1|odd-skipped related transciption factor 1	RNAP	608891	Q8TAX0	266.0
1554	133308	SLC9B2	NHA2, NHE10, NHEDC2	solute carrier family 9 member B2	sodium/hydrogen exchanger 9B2|NHE domain-containing protein 2|Na(+)/H(+) exchanger NHA2|Na(+)/H(+) exchanger-like domain-containing protein 2|Na+/H+ exchanger domain containing 2|mitochondrial Na(+)/H(+) exchanger NHA2|mitochondrial sodium/hydrogen exchanger 9B2|mitochondrial sodium/hydrogen exchanger NHA2|sodium/hydrogen exchanger-like domain-containing protein 2|solute carrier family 9 subfamily B member 2|solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2|solute carrier family 9, subfamily B (cation proton antiporter 2), member 2	RNAP	611789	Q86UD5	537.0
1555	133522	PPARGC1B	ERRL1, PERC, PGC-1(beta), PGC1B	PPARG coactivator 1 beta	peroxisome proliferator-activated receptor gamma coactivator 1-beta|PGC-1-related estrogen receptor alpha coactivator|PPAR-gamma coactivator 1-beta|PPARAGCIbeta|PPARGC-1-beta|PPARgamma coactivator 1 beta|peroxisome proliferator-activated receptor gamma, coactivator 1 beta	RNAP	608886	Q86YN6	1023.0
1556	134145	ATPSCKMT	FAM173B, JS-2, hFAM173B	ATP synthase c subunit lysine N-methyltransferase	ATP synthase subunit C lysine N-methyltransferase|family with sequence similarity 173 member B|protein FAM173B|protein N-lysine methyltransferase FAM173B	RNAP	618568	Q6P4H8	233.0
1557	136319	MTPN	GCDP, V-1	myotrophin	myotrophin|granule cell differentiation protein|protein V-1	RNAP	606484	P58546	118.0
1558	139065	SLITRK4		SLIT and NTRK like family member 4	SLIT and NTRK-like protein 4|slit and trk like gene 4	RNAP	300562	Q8IW52	837.0
1559	140578	CHODL	C21orf68, MT75, PRED12	chondrolectin	chondrolectin|transmembrane protein MT75	RNAP	607247	Q9H9P2	273.0
1560	140628	GATA5	CHTD5, GATAS, bB379O24.1	GATA binding protein 5	transcription factor GATA-5|GATA binding factor-5	RNAP	611496	Q9BWX5	397.0
1561	140685	ZBTB46	BTBD4, BZEL, RINZF, ZNF340, dJ583P15.7, dJ583P15.8	zinc finger and BTB domain containing 46	zinc finger and BTB domain-containing protein 46|BTB (POZ) domain containing 4|BTB-ZF protein expressed in effector lymphocytes|BTB/POZ domain-containing protein 4|zinc finger protein 340	RNAP	614639	Q86UZ6	589.0
1562	140885	SIRPA	BIT, CD172A, MFR, MYD-1, P84, PTPNS1, SHPS1, SIRP	signal regulatory protein alpha	tyrosine-protein phosphatase non-receptor type substrate 1|CD172 antigen-like family member A|brain-immunoglobulin-like molecule with tyrosine-based activation motifs|inhibitory receptor SHPS-1|macrophage fusion receptor|myd-1 antigen|tyrosine phosphatase SHP substrate 1	RNAP	602461	P78324	504.0
